"country","year","value","published","note","type"
"Guatemala",2010,11501,"2013 to 2015",NA,"total"
"Guatemala",2010,4704,"2013 to 2015",NA,"unpaved"
"Guatemala",2015,7483,"2016",NA,"paved"
"Guatemala",2015,17332,"2016",NA,"total"
"Guatemala",2015,9849,"2016","includes 4795 km of rural roads","unpaved"
"Guatemala",2016,7489,"2017 to 2021",NA,"paved"
"Guatemala",2016,17621,"2017 to 2021",NA,"total"
"Guatemala",2016,10132,"2017 to 2021","includes 4960 km of rural roads","unpaved"
"Guatemala",2016,10132,"2017 to 2021",NA,"unpaved"
"Guatemala",2020,7458,"2022 to 2023",NA,"paved"
"Guatemala",2020,17440,"2022 to 2023",NA,"total"
"Guatemala",2020,9982,"2022 to 2023",NA,"unpaved"
"Guernsey",2017,260,"2019 to 2023",NA,"total"
"Guinea",2003,4342,"2006 to 2018",NA,"paved"
"Guinea",2003,44348,"2006 to 2018",NA,"total"
"Guinea",2003,40006,"2006 to 2018",NA,"unpaved"
"Guinea",2018,3346,"2019 to 2023",NA,"paved"
"Guinea",2018,44301,"2019 to 2023",NA,"total"
"Guinea",2018,40955,"2019 to 2023",NA,"unpaved"
"Guinea-Bissau",1999,453,"2006",NA,"paved"
"Guinea-Bissau",1999,4400,"2006",NA,"total"
"Guinea-Bissau",1999,3947,"2006",NA,"unpaved"
"Guinea-Bissau",2002,965,"2007 to 2018",NA,"paved"
"Guinea-Bissau",2002,3455,"2007 to 2018",NA,"total"
"Guinea-Bissau",2002,2490,"2007 to 2018",NA,"unpaved"
"Guinea-Bissau",2018,453,"2019 to 2023",NA,"paved"
"Guinea-Bissau",2018,4400,"2019 to 2023",NA,"total"
"Guinea-Bissau",2018,3947,"2019 to 2023",NA,"unpaved"
"Guyana",1999,590,"2006 to 2007",NA,"paved"
"Guyana",1999,7970,"2006 to 2007",NA,"total"
"Guyana",1999,7380,"2006 to 2007",NA,"unpaved"
"Guyana",2000,590,"2008 to 2014",NA,"paved"
"Guyana",2000,7970,"2008 to 2014",NA,"total"
"Guyana",2000,7380,"2008 to 2014",NA,"unpaved"
"Guyana",2001,590,"2011 to 2018",NA,"paved"
"Guyana",2001,7970,"2011 to 2018",NA,"total"
"Guyana",2001,7380,"2011 to 2018",NA,"unpaved"
"Guyana",2019,799,"2019 to 2023",NA,"paved"
"Guyana",2019,3995,"2019 to 2023",NA,"total"
"Guyana",2019,3196,"2019 to 2023",NA,"unpaved"
"Haiti",1999,1011,"2006 to 2007",NA,"paved"
"Haiti",1999,4160,"2006 to 2007",NA,"total"
"Haiti",1999,3149,"2006 to 2007",NA,"unpaved"
"Haiti",2000,1011,"2008 to 2012",NA,"paved"
"Haiti",2000,4160,"2008 to 2012",NA,"total"
"Haiti",2000,3149,"2008 to 2012",NA,"unpaved"
"Haiti",2001,1011,"2011",NA,"paved"
"Haiti",2001,4160,"2011",NA,"total"
"Haiti",2001,3149,"2011",NA,"unpaved"
"Haiti",2009,768,"2013 to 2021",NA,"paved"
"Haiti",2009,4266,"2013 to 2021",NA,"total"
"Haiti",2009,3498,"2013 to 2021",NA,"unpaved"
"Haiti",2011,600,"2022 to 2023",NA,"paved"
"Haiti",2011,4102,"2022 to 2023",NA,"total"
"Haiti",2011,3502,"2022 to 2023",NA,"unpaved"
"Honduras",1999,2775,"2006 to 2007",NA,"paved"
"Honduras",1999,13603,"2006 to 2007",NA,"total"
"Honduras",1999,10828,"2006 to 2007",NA,"unpaved"
"Honduras",2000,2775,"2008 to 2009",NA,"paved"
"Honduras",2000,13600,"2008 to 2009",NA,"total"
"Honduras",2000,10825,"2008 to 2009",NA,"unpaved"
"Honduras",2009,3159,"2010 to 2012",NA,"paved"
"Honduras",2009,14239,"2010 to 2012",NA,"total"
"Honduras",2009,11080,"2010 to 2012","1420 km summer only","unpaved"
"Honduras",2012,3367,"2013 to 2023",NA,"paved"
"Honduras",2012,14742,"2013 to 2023",NA,"total"
"Honduras",2012,11375,"2013 to 2023","1543 km summer only","unpaved"
"Honduras",2012,11375,"2013 to 2023",NA,"unpaved"
"Hong Kong SAR, China",2005,1955,"2006 to 2007",NA,"paved"
"Hong Kong SAR, China",2005,1955,"2006 to 2007",NA,"total"
"Hong Kong SAR, China",2007,2009,"2008",NA,"paved"
"Hong Kong SAR, China",2007,2009,"2008",NA,"total"
"Hong Kong SAR, China",2008,2040,"2009",NA,"paved"
"Hong Kong SAR, China",2008,2040,"2009",NA,"total"
"Hong Kong SAR, China",2009,2050,"2010",NA,"paved"
"Hong Kong SAR, China",2009,2050,"2010",NA,"total"
"Hong Kong SAR, China",2010,2067,"2011 to 2012",NA,"paved"
"Hong Kong SAR, China",2010,2067,"2011 to 2012",NA,"total"
"Hong Kong SAR, China",2012,2090,"2013 to 2014",NA,"paved"
"Hong Kong SAR, China",2012,2090,"2013 to 2014",NA,"total"
"Hong Kong SAR, China",2014,2099,"2015",NA,"paved"
"Hong Kong SAR, China",2014,2099,"2015",NA,"total"
"Hong Kong SAR, China",2015,2100,"2016 to 2018",NA,"paved"
"Hong Kong SAR, China",2015,2100,"2016 to 2018",NA,"total"
"Hong Kong SAR, China",2017,2107,"2019 to 2021",NA,"paved"
"Hong Kong SAR, China",2017,2107,"2019 to 2021",NA,"total"
"Hong Kong SAR, China",2021,2193,"2022 to 2023",NA,"paved"
"Hong Kong SAR, China",2021,2193,"2022 to 2023",NA,"total"
"Hungary",2005,70050,"2006 to 2009","30874 km of interurban roads including 626 km of expressways","paved"
"Hungary",2005,159568,"2006 to 2009",NA,"total"
"Hungary",2005,89518,"2006 to 2009",NA,"unpaved"
"Hungary",2008,70539,"2010","31363 km of interurban roads including 858 km of expressways","paved"
"Hungary",2008,160057,"2010",NA,"total"
"Hungary",2008,89518,"2010",NA,"unpaved"
"Hungary",2010,74993,"2011 to 2012","43898 km of interurban roads including 911 km of expressways","paved"
"Hungary",2010,76075,"2013 to 2015","includes 1477 km of expressways","paved"
"Hungary",2010,197519,"2011 to 2012",NA,"total"
"Hungary",2010,199567,"2013 to 2015",NA,"total"
"Hungary",2010,112526,"2011 to 2012",NA,"unpaved"
"Hungary",2010,123492,"2013 to 2015",NA,"unpaved"
"Hungary",2014,77087,"2016 to 2023","includes 1582 km of expressways","paved"
"Hungary",2014,77087,"2016 to 2023",NA,"paved"
"Hungary",2014,203601,"2016 to 2023",NA,"total"
"Hungary",2014,126514,"2016 to 2023",NA,"unpaved"
"Iceland",2005,13028,"2006 to 2007",NA,"total"
"Iceland",2005,8787,"2006 to 2007",NA,"unpaved"
"Iceland",2007,13058,"2008 to 2009",NA,"total"
"Iceland",2007,8661,"2008 to 2009",NA,"unpaved"
"Iceland",2009,12869,"2010 to 2012",NA,"total"
"Iceland",2009,8431,"2010 to 2012",NA,"unpaved"
"Iceland",2012,12890,"2013 to 2018",NA,"total"
"Iceland",2012,12898,"2019 to 2023",NA,"total"
"Iceland",2012,8108,"2013 to 2018",NA,"unpaved"
"Iceland",2012,7251,"2019 to 2023",NA,"unpaved"
"India",2002,2411001,"2006",NA,"paved"
"India",2002,1603705,"2007",NA,"paved"
"India",2002,3851440,"2006",NA,"total"
"India",2002,3383344,"2007",NA,"total"
"India",2002,1440439,"2006",NA,"unpaved"
"India",2002,1779639,"2007",NA,"unpaved"
"India",2006,3316452,"2008 to 2009","includes 200 km of expressways","total"
"India",2009,3320410,"2010 to 2012","includes 200 km of expressways","total"
"India",2013,4689842,"2013 to 2015",NA,"total"
"India",2015,4699024,"2016 to 2020",NA,"total"
"India",2015,6386297,"2021",NA,"total"
"India",2021,6371847,"2022 to 2023",NA,"total"
"Indonesia",2002,213649,"2006 to 2007",NA,"paved"
"Indonesia",2002,368360,"2006 to 2007",NA,"total"
"Indonesia",2002,154711,"2006 to 2007",NA,"unpaved"
"Indonesia",2005,216714,"2008 to 2009",NA,"paved"
"Indonesia",2005,391009,"2008 to 2009",NA,"total"
"Indonesia",2005,174295,"2008 to 2009",NA,"unpaved"
"Indonesia",2008,258744,"2010 to 2012",NA,"paved"
"Indonesia",2008,437759,"2010 to 2012",NA,"total"
"Indonesia",2008,179015,"2010 to 2012",NA,"unpaved"
"Indonesia",2011,283102,"2013 to 2023",NA,"paved"
"Indonesia",2011,496607,"2013 to 2023",NA,"total"
"Indonesia",2011,213505,"2013 to 2023",NA,"unpaved"
"Iran, Islamic Rep.",2002,118115,"2006","including 751 km of expressways","paved"
"Iran, Islamic Rep.",2002,178152,"2006",NA,"total"
"Iran, Islamic Rep.",2002,60037,"2006",NA,"unpaved"
"Iran, Islamic Rep.",2003,120782,"2007","includes 878 km of expressways","paved"
"Iran, Islamic Rep.",2003,179388,"2007",NA,"total"
"Iran, Islamic Rep.",2003,58606,"2007",NA,"unpaved"
"Iran, Islamic Rep.",2006,125908,"2008 to 2012","includes 1429 km of expressways","paved"
"Iran, Islamic Rep.",2006,172927,"2008 to 2012",NA,"total"
"Iran, Islamic Rep.",2006,47019,"2008 to 2012",NA,"unpaved"
"Iran, Islamic Rep.",2010,160366,"2013 to 2018","includes 1948 km of expressways","paved"
"Iran, Islamic Rep.",2010,160366,"2013 to 2018",NA,"paved"
"Iran, Islamic Rep.",2010,198866,"2013 to 2018",NA,"total"
"Iran, Islamic Rep.",2010,38500,"2013 to 2018",NA,"unpaved"
"Iran, Islamic Rep.",2018,195485,"2019 to 2023",NA,"paved"
"Iran, Islamic Rep.",2018,223485,"2019 to 2023",NA,"total"
"Iran, Islamic Rep.",2018,28000,"2019 to 2023",NA,"unpaved"
"Iraq",1999,38399,"2006 to 2007",NA,"paved"
"Iraq",1999,45550,"2006 to 2007",NA,"total"
"Iraq",1999,7151,"2006 to 2007",NA,"unpaved"
"Iraq",2002,37851,"2008 to 2012",NA,"paved"
"Iraq",2002,44900,"2008 to 2012",NA,"total"
"Iraq",2002,7049,"2008 to 2012",NA,"unpaved"
"Iraq",2012,59623,"2013 to 2023","includes Kurdistan Region","paved"
"Iraq",2012,59623,"2013 to 2023","includes Kurdistan region","paved"
"Iraq",2012,59623,"2013 to 2023",NA,"total"
"Ireland",2002,95736,"2006","including 125 km of expressways","paved"
"Ireland",2002,95736,"2006",NA,"total"
"Ireland",2003,96602,"2007 to 2009","includes 200 km of expressways","paved"
"Ireland",2003,96602,"2007 to 2009",NA,"total"
"Ireland",2008,96036,"2010","includes 423 km of expressways","paved"
"Ireland",2008,96036,"2010",NA,"total"
"Ireland",2010,96036,"2011 to 2013","includes 896 km of expressways","paved"
"Ireland",2010,96036,"2011 to 2013","includes 1224 km of expressways","paved"
"Ireland",2010,96036,"2011 to 2013",NA,"total"
"Ireland",2014,96036,"2014 to 2018","includes 1224 km of expressways","paved"
"Ireland",2014,96036,"2014 to 2018",NA,"paved"
"Ireland",2014,96036,"2014 to 2018",NA,"total"
"Ireland",2018,99830,"2019 to 2023",NA,"paved"
"Ireland",2018,99830,"2019 to 2023",NA,"total"
"Isle of Man",1999,800,"2006 to 2007",NA,"paved"
"Isle of Man",1999,800,"2006 to 2007",NA,"total"
"Isle of Man",2008,500,"2008 to 2021",NA,"total"
"Isle of Man",2022,1107,"2022 to 2023",NA,"total"
"Isle of Man",NA,1107,"2022 to 2023",NA,"paved"
"Israel",2004,17364,"2006","including 126 km of expressways","paved"
"Israel",2004,17446,"2007","includes 144 km of expressways","paved"
"Israel",2004,17364,"2006",NA,"total"
"Israel",2004,17446,"2007",NA,"total"
"Israel",2007,17870,"2008 to 2009","includes 146 km of expressways","paved"
"Israel",2007,17870,"2008 to 2009",NA,"total"
"Israel",2008,18096,"2010","includes 146 km of expressways","paved"
"Israel",2008,18290,"2012","includes 146 km of expressways","paved"
"Israel",2008,18096,"2010",NA,"total"
"Israel",2008,18290,"2012",NA,"total"
"Israel",2009,18290,"2011","includes 146 km of expressways","paved"
"Israel",2009,18290,"2011",NA,"total"
"Israel",2011,18566,"2013 to 2018","includes 449 km of expressways","paved"
"Israel",2011,18566,"2013 to 2018",NA,"paved"
"Israel",2011,18566,"2013 to 2018",NA,"total"
"Israel",2017,19555,"2019 to 2022",NA,"paved"
"Israel",2017,19555,"2019 to 2022",NA,"total"
"Israel",2021,20391,"2023",NA,"paved"
"Israel",2021,20391,"2023",NA,"total"
"Italy",2004,479688,"2006","including 6478 km of expressways","paved"
"Italy",2004,484688,"2007","includes 6621 km of expressways","paved"
"Italy",2004,479688,"2006",NA,"total"
"Italy",2004,484688,"2007",NA,"total"
"Italy",2005,487700,"2008 to 2009","includes 6700 km of expressways","paved"
"Italy",2005,487700,"2008 to 2009",NA,"total"
"Italy",2007,487700,"2010 to 2023","includes 6700 km of expressways","paved"
"Italy",2007,487700,"2010 to 2023",NA,"paved"
"Italy",2007,487700,"2010 to 2023",NA,"total"
"Jamaica",1999,13009,"2006",NA,"paved"
"Jamaica",1999,18700,"2006",NA,"total"
"Jamaica",1999,5610,"2006",NA,"unpaved"
"Jamaica",2004,15386,"2007","includes 33 km of expressways","paved"
"Jamaica",2004,20996,"2007",NA,"total"
"Jamaica",2004,5610,"2007",NA,"unpaved"
"Jamaica",2005,15937,"2008 to 2010","includes 33 km of expressways","paved"
"Jamaica",2005,21552,"2008 to 2010",NA,"total"
"Jamaica",2005,22121,"2012","includes 44 km of expressways","total"
"Jamaica",2005,5615,"2008 to 2010",NA,"unpaved"
"Jamaica",2008,22121,"2011","includes 44 km of expressways","total"
"Jamaica",2011,16148,"2013 to 2023",NA,"paved"
"Jamaica",2011,22121,"2013 to 2023","includes 44 km of expressways","total"
"Jamaica",2011,22121,"2013 to 2023",NA,"total"
"Jamaica",2011,5973,"2013 to 2023",NA,"unpaved"
"Japan",2003,925000,"2006 to 2007","including 6946 km of expressways","paved"
"Japan",2003,925000,"2006 to 2007","includes 6946 km of expressways","paved"
"Japan",2003,1183000,"2006 to 2007",NA,"total"
"Japan",2003,258000,"2006 to 2007",NA,"unpaved"
"Japan",2006,949101,"2008 to 2009","includes 7383 km of expressways","paved"
"Japan",2006,1196999,"2008 to 2009",NA,"total"
"Japan",2006,247898,"2008 to 2009",NA,"unpaved"
"Japan",2008,961366,"2010 to 2011","includes 7560 km of expressways","paved"
"Japan",2008,973234,"2012","includes 7803 km of expressways","paved"
"Japan",2008,1203777,"2010 to 2011",NA,"total"
"Japan",2008,1210251,"2012",NA,"total"
"Japan",2008,242411,"2010 to 2011",NA,"unpaved"
"Japan",2008,237017,"2012",NA,"unpaved"
"Japan",2010,973234,"2013 to 2014","includes 7803 km of expressways","paved"
"Japan",2010,1210251,"2013 to 2014",NA,"total"
"Japan",2010,237017,"2013 to 2014",NA,"unpaved"
"Japan",2013,988536,"2015","includes 7803 km of expressways","paved"
"Japan",2013,1217128,"2015",NA,"total"
"Japan",2013,228592,"2015",NA,"unpaved"
"Japan",2015,992835,"2016 to 2023","includes 8428 km of expressways","paved"
"Japan",2015,992835,"2016 to 2023",NA,"paved"
"Japan",2015,1218772,"2016 to 2023",NA,"total"
"Japan",2015,225937,"2016 to 2023",NA,"unpaved"
"Jersey",2002,358,"2008 to 2009",NA,"total"
"Jersey",2010,576,"2010 to 2023",NA,"total"
"Jersey",NA,577,"2006 to 2007",NA,"total"
"Jordan",2003,7364,"2006",NA,"paved"
"Jordan",2003,7364,"2006",NA,"total"
"Jordan",2004,7500,"2007",NA,"paved"
"Jordan",2004,7500,"2007",NA,"total"
"Jordan",2006,7694,"2008",NA,"paved"
"Jordan",2006,7694,"2008",NA,"total"
"Jordan",2007,8002,"2009",NA,"paved"
"Jordan",2007,8002,"2009",NA,"total"
"Jordan",2009,7891,"2010 to 2012",NA,"paved"
"Jordan",2009,7891,"2010 to 2012",NA,"total"
"Jordan",2011,7203,"2013 to 2023",NA,"paved"
"Jordan",2011,7203,"2013 to 2023",NA,"total"
"Kazakhstan",2003,247347,"2006",NA,"paved"
"Kazakhstan",2003,258029,"2006",NA,"total"
"Kazakhstan",2003,10682,"2006",NA,"unpaved"
"Kazakhstan",2004,84104,"2007",NA,"paved"
"Kazakhstan",2004,90018,"2007",NA,"total"
"Kazakhstan",2004,5914,"2007",NA,"unpaved"
"Kazakhstan",2006,83717,"2008 to 2009",NA,"paved"
"Kazakhstan",2006,91563,"2008 to 2009",NA,"total"
"Kazakhstan",2006,7846,"2008 to 2009",NA,"unpaved"
"Kazakhstan",2008,84100,"2010 to 2012",NA,"paved"
"Kazakhstan",2008,93612,"2010 to 2012",NA,"total"
"Kazakhstan",2008,9512,"2010 to 2012",NA,"unpaved"
"Kazakhstan",2012,87140,"2013 to 2018",NA,"paved"
"Kazakhstan",2012,97418,"2013 to 2018",NA,"total"
"Kazakhstan",2012,10278,"2013 to 2018",NA,"unpaved"
"Kazakhstan",2017,81814,"2019 to 2021",NA,"paved"
"Kazakhstan",2017,95409,"2019 to 2021",NA,"total"
"Kazakhstan",2017,13595,"2019 to 2021",NA,"unpaved"
"Kazakhstan",2021,83813,"2022 to 2023",NA,"paved"
"Kazakhstan",2021,96167,"2022 to 2023",NA,"total"
"Kazakhstan",2021,12354,"2022 to 2023",NA,"unpaved"
"Kenya",2004,7623,"2006",NA,"paved"
"Kenya",2004,8933,"2007 to 2008",NA,"paved"
"Kenya",2004,63000,"2006","interurban roads","total"
"Kenya",2004,63265,"2007 to 2008","interurban roads","total"
"Kenya",2004,55377,"2006",NA,"unpaved"
"Kenya",2004,54332,"2007 to 2008",NA,"unpaved"
"Kenya",2008,9273,"2009",NA,"paved"
"Kenya",2008,11197,"2010 to 2012",NA,"paved"
"Kenya",2008,63574,"2009","interurban roads","total"
"Kenya",2008,160886,"2010 to 2012",NA,"total"
"Kenya",2008,54301,"2009",NA,"unpaved"
"Kenya",2008,149689,"2010 to 2012",NA,"unpaved"
"Kenya",2013,11189,"2013 to 2016",NA,"paved"
"Kenya",2013,160878,"2013 to 2016",NA,"total"
"Kenya",2013,149689,"2013 to 2016",NA,"unpaved"
"Kenya",2017,14420,"2017 to 2023","8500 km highways 1872 urban roads and 4048 rural roads","paved"
"Kenya",2017,14420,"2017 to 2023",NA,"paved"
"Kenya",2017,161452,"2017 to 2018",NA,"total"
"Kenya",2017,147032,"2017 to 2023",NA,"unpaved"
"Kenya",2018,177800,"2019 to 2021",NA,"total"
"Kenya",2018,161452,"2022 to 2023",NA,"total"
"Kiribati",1999,670,"2006 to 2007",NA,"total"
"Kiribati",2000,670,"2008 to 2012",NA,"total"
"Kiribati",2011,670,"2013 to 2017",NA,"total"
"Kiribati",2017,670,"2018 to 2023",NA,"total"
"Korea, Dem. People's Rep.",2006,724,"2008 to 2023",NA,"paved"
"Korea, Dem. People's Rep.",2006,25554,"2008 to 2023",NA,"total"
"Korea, Dem. People's Rep.",2006,24830,"2008 to 2023",NA,"unpaved"
"Korea, Dem. People's Rep.",NA,1997,"2006 to 2007",NA,"paved"
"Korea, Dem. People's Rep.",NA,31200,"2006 to 2007",NA,"total"
"Korea, Dem. People's Rep.",NA,29203,"2006 to 2007","1999 est.","unpaved"
"Korea, Rep.",2004,74641,"2006","including 3060 km of expressways","paved"
"Korea, Rep.",2004,87032,"2007","includes 3060 km of expressways","paved"
"Korea, Rep.",2004,97252,"2006",NA,"total"
"Korea, Rep.",2004,100279,"2007",NA,"total"
"Korea, Rep.",2004,22611,"2006",NA,"unpaved"
"Korea, Rep.",2004,13247,"2007",NA,"unpaved"
"Korea, Rep.",2006,90417,"2008","includes 3103 km of expressways","paved"
"Korea, Rep.",2006,102062,"2008",NA,"total"
"Korea, Rep.",2006,11645,"2008",NA,"unpaved"
"Korea, Rep.",2008,80642,"2009 to 2012","includes 3367 km of expressways","paved"
"Korea, Rep.",2008,103029,"2009 to 2012",NA,"total"
"Korea, Rep.",2008,22387,"2009 to 2012",NA,"unpaved"
"Korea, Rep.",2009,83199,"2013 to 2016","includes 3779 km of expressways","paved"
"Korea, Rep.",2009,104983,"2013 to 2016",NA,"total"
"Korea, Rep.",2009,21784,"2013 to 2016",NA,"unpaved"
"Korea, Rep.",2015,91195,"2017","includes 4193 km of expressways","paved"
"Korea, Rep.",2015,99025,"2017",NA,"total"
"Korea, Rep.",2015,7830,"2017",NA,"unpaved"
"Korea, Rep.",2016,92795,"2018 to 2023",NA,"paved"
"Korea, Rep.",2016,100428,"2018 to 2023",NA,"total"
"Korea, Rep.",2016,7633,"2018 to 2023",NA,"unpaved"
"Kosovo",2006,1666,"2008 to 2009",NA,"paved"
"Kosovo",2006,1924,"2008 to 2009",NA,"total"
"Kosovo",2006,258,"2008 to 2009",NA,"unpaved"
"Kosovo",2009,1668,"2010 to 2011",NA,"paved"
"Kosovo",2009,1706,"2012",NA,"paved"
"Kosovo",2009,1926,"2010 to 2011",NA,"total"
"Kosovo",2009,1964,"2012",NA,"total"
"Kosovo",2009,258,"2010 to 2012",NA,"unpaved"
"Kosovo",2012,1843,"2013 to 2014","includes 38 km of expessways","paved"
"Kosovo",2012,6955,"2013 to 2014",NA,"total"
"Kosovo",2012,5112,"2013 to 2014",NA,"unpaved"
"Kosovo",2014,1883,"2015 to 2017","includes 38 km of expressways","paved"
"Kosovo",2014,2003,"2015 to 2017",NA,"total"
"Kosovo",2014,120,"2015 to 2017",NA,"unpaved"
"Kosovo",2015,1921,"2018 to 2023",NA,"paved"
"Kosovo",2015,2012,"2018 to 2023",NA,"total"
"Kosovo",2015,91,"2018 to 2023",NA,"unpaved"
"Kuwait",1999,3587,"2006",NA,"paved"
"Kuwait",1999,4450,"2006",NA,"total"
"Kuwait",1999,863,"2006",NA,"unpaved"
"Kuwait",2004,4887,"2007 to 2012",NA,"paved"
"Kuwait",2004,5749,"2007 to 2012",NA,"total"
"Kuwait",2004,862,"2007 to 2012",NA,"unpaved"
"Kuwait",2010,6608,"2013 to 2018",NA,"total"
"Kuwait",2018,4887,"2019 to 2023",NA,"paved"
"Kuwait",2018,5749,"2019 to 2023",NA,"total"
"Kuwait",2018,862,"2019 to 2023",NA,"unpaved"
"Kyrgyz Republic",1999,16854,"2006 to 2007",NA,"paved"
"Kyrgyz Republic",1999,18500,"2006 to 2007",NA,"total"
"Kyrgyz Republic",1999,1646,"2006 to 2007",NA,"unpaved"
"Kyrgyz Republic",2003,16909,"2008 to 2010","includes 140 km of expressways","paved"
"Kyrgyz Republic",2003,18500,"2008 to 2010",NA,"total"
"Kyrgyz Republic",2003,34000,"2012",NA,"total"
"Kyrgyz Republic",2003,1591,"2008 to 2010",NA,"unpaved"
"Kyrgyz Republic",2007,34000,"2011 to 2017",NA,"total"
"Kyrgyz Republic",2018,34000,"2018 to 2021",NA,"total"
"Kyrgyz Republic",2022,34000,"2022 to 2023",NA,"total"
"Lao PDR",2002,4590,"2006",NA,"paved"
"Lao PDR",2002,32620,"2006",NA,"total"
"Lao PDR",2002,28030,"2006",NA,"unpaved"
"Lao PDR",2003,4494,"2007",NA,"paved"
"Lao PDR",2003,31210,"2007",NA,"total"
"Lao PDR",2003,26716,"2007",NA,"unpaved"
"Lao PDR",2006,4010,"2008 to 2009",NA,"paved"
"Lao PDR",2006,29811,"2008 to 2009",NA,"total"
"Lao PDR",2006,25801,"2008 to 2009",NA,"unpaved"
"Lao PDR",2007,4811,"2010",NA,"paved"
"Lao PDR",2007,530,"2012 to 2014",NA,"paved"
"Lao PDR",2007,36831,"2010",NA,"total"
"Lao PDR",2007,39568,"2012 to 2014",NA,"total"
"Lao PDR",2007,32020,"2010",NA,"unpaved"
"Lao PDR",2007,39038,"2012 to 2014",NA,"unpaved"
"Lao PDR",2009,530,"2011",NA,"paved"
"Lao PDR",2009,5415,"2015 to 2023",NA,"paved"
"Lao PDR",2009,39568,"2011",NA,"total"
"Lao PDR",2009,39586,"2015 to 2023",NA,"total"
"Lao PDR",2009,39038,"2011",NA,"unpaved"
"Lao PDR",2009,34171,"2015 to 2023",NA,"unpaved"
"Latvia",2003,69919,"2006",NA,"paved"
"Latvia",2003,69919,"2006",NA,"total"
"Latvia",2004,69532,"2007",NA,"paved"
"Latvia",2004,69532,"2007",NA,"total"
"Latvia",2006,69675,"2008 to 2009",NA,"paved"
"Latvia",2006,69675,"2008 to 2009",NA,"total"
"Latvia",2010,14459,"2010 to 2012",NA,"paved"
"Latvia",2010,73074,"2010 to 2012",NA,"total"
"Latvia",2010,58615,"2010 to 2012",NA,"unpaved"
"Latvia",2013,14707,"2013 to 2017",NA,"paved"
"Latvia",2013,72440,"2013 to 2017",NA,"total"
"Latvia",2013,57733,"2013 to 2017",NA,"unpaved"
"Latvia",2016,14959,"2018",NA,"paved"
"Latvia",2016,70192,"2018",NA,"total"
"Latvia",2016,55233,"2018",NA,"unpaved"
"Latvia",2018,15158,"2019 to 2023",NA,"paved"
"Latvia",2018,70244,"2019 to 2023",NA,"total"
"Latvia",2018,55086,"2019 to 2023",NA,"unpaved"
"Lebanon",1999,6198,"2006 to 2007",NA,"paved"
"Lebanon",1999,7300,"2006 to 2007",NA,"total"
"Lebanon",1999,1102,"2006 to 2007",NA,"unpaved"
"Lebanon",2005,6970,"2008 to 2018","includes 170 km of expressways","total"
"Lebanon",2005,6970,"2008 to 2018",NA,"total"
"Lebanon",2017,21705,"2019 to 2023",NA,"total"
"Lesotho",1999,1087,"2006 to 2007",NA,"paved"
"Lesotho",1999,5940,"2006 to 2007",NA,"total"
"Lesotho",1999,4853,"2006 to 2007",NA,"unpaved"
"Lesotho",2003,1404,"2008 to 2012",NA,"paved"
"Lesotho",2003,7091,"2008 to 2012",NA,"total"
"Lesotho",2003,5687,"2008 to 2012",NA,"unpaved"
"Lesotho",2011,1069,"2013 to 2023",NA,"paved"
"Lesotho",2011,5940,"2013 to 2023",NA,"total"
"Lesotho",2011,4871,"2013 to 2023",NA,"unpaved"
"Liberia",1999,657,"2006 to 2007",NA,"paved"
"Liberia",1999,10600,"2006 to 2007",NA,"total"
"Liberia",1999,9943,"2006 to 2007",NA,"unpaved"
"Liberia",2000,657,"2008 to 2018",NA,"paved"
"Liberia",2000,10600,"2008 to 2018",NA,"total"
"Liberia",2000,9943,"2008 to 2018",NA,"unpaved"
"Liberia",2018,657,"2019 to 2023",NA,"paved"
"Liberia",2018,10600,"2019 to 2023",NA,"total"
"Liberia",2018,9943,"2019 to 2023",NA,"unpaved"
"Libya",1999,47590,"2006 to 2007",NA,"paved"
"Libya",1999,83200,"2006 to 2007",NA,"total"
"Libya",1999,35610,"2006 to 2007",NA,"unpaved"
"Libya",2003,57214,"2008 to 2018",NA,"paved"
"Libya",2003,100024,"2008 to 2018",NA,"total"
"Libya",2003,42810,"2008 to 2018",NA,"unpaved"
"Libya",2010,34000,"2019 to 2023",NA,"paved"
"Libya",2010,37000,"2019 to 2023",NA,"total"
"Libya",2010,3000,"2019 to 2023",NA,"unpaved"
"Liechtenstein",2006,380,"2006 to 2007",NA,"paved"
"Liechtenstein",2006,380,"2006 to 2007",NA,"total"
"Liechtenstein",2007,380,"2008 to 2009",NA,"paved"
"Liechtenstein",2007,380,"2008 to 2009",NA,"total"
"Liechtenstein",2010,380,"2010 to 2012",NA,"paved"
"Liechtenstein",2010,380,"2010 to 2012",NA,"total"
"Liechtenstein",2012,380,"2013 to 2018",NA,"paved"
"Liechtenstein",2012,380,"2013 to 2018",NA,"total"
"Liechtenstein",2019,630,"2019 to 2023",NA,"total"
"Lithuania",2005,70549,"2006 to 2007","including 417 km of expressways","paved"
"Lithuania",2005,70549,"2006 to 2007","includes 417 km of expressways","paved"
"Lithuania",2005,79497,"2006 to 2007",NA,"total"
"Lithuania",2005,8948,"2006 to 2007",NA,"unpaved"
"Lithuania",2006,70997,"2008","includes 309 km of expressways","paved"
"Lithuania",2006,79984,"2008",NA,"total"
"Lithuania",2006,8987,"2008",NA,"unpaved"
"Lithuania",2007,71301,"2009","includes 309 km of expressways","paved"
"Lithuania",2007,80715,"2009",NA,"total"
"Lithuania",2007,9414,"2009",NA,"unpaved"
